Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-05-28 00:00:00+07:00,1910.3056640625,1931.4842190964523,1906.0699530557097,1910.3056640625,40749000,0.0,0.0
2014-05-30 00:00:00+07:00,1825.5911865234375,1918.7768155339147,1825.5911865234375,1825.5911865234375,167224000,0.0,0.0
2014-06-02 00:00:00+07:00,1889.1268310546877,1889.1268310546877,1859.476858369973,1889.1268310546875,64835500,0.0,0.0
2014-06-03 00:00:00+07:00,1906.069580078125,1931.4838411458334,1867.9481884765626,1906.069580078125,81122000,0.0,0.0
2014-06-04 00:00:00+07:00,1872.18359375,1897.597850678733,1867.9478842618778,1872.18359375,35102000,0.0,0.0
2014-06-05 00:00:00+07:00,1876.4193032381222,1876.4193032381222,1863.7121747737556,1872.18359375,25373000,0.0,0.0
2014-06-06 00:00:00+07:00,1872.18359375,1880.6550127262442,1863.7121747737556,1872.18359375,32177500,0.0,0.0
2014-06-09 00:00:00+07:00,1876.420166015625,1880.6558774513262,1859.4773202728202,1876.420166015625,99228000,0.0,0.0
2014-06-10 00:00:00+07:00,1906.069580078125,1906.069580078125,1867.9481884765626,1906.069580078125,45216000,0.0,0.0
2014-06-11 00:00:00+07:00,1906.069580078125,1906.069580078125,1876.4196088324652,1906.069580078125,41013000,0.0,0.0
2014-06-12 00:00:00+07:00,1897.5987548828125,1906.0701778956823,1867.9487743377686,1897.5987548828125,34239500,0.0,0.0
2014-06-13 00:00:00+07:00,1876.420166015625,1901.834434629832,1872.1844545799238,1876.420166015625,40222500,0.0,0.0
2014-06-16 00:00:00+07:00,1867.9482421875,1884.8910833864797,1855.2411112882653,1867.9482421875,51139500,0.0,0.0
2014-06-17 00:00:00+07:00,1876.420166015625,1876.420166015625,1846.7701859657166,1876.420166015625,73381000,0.0,0.0
2014-06-18 00:00:00+07:00,1867.9482421875,1872.183952487245,1863.7125318877552,1867.9482421875,75782500,0.0,0.0
2014-06-19 00:00:00+07:00,1872.18359375,1876.4193032381222,1859.4764652856334,1872.18359375,41139000,0.0,0.0
2014-06-20 00:00:00+07:00,1846.7696533203125,1889.1267554606868,1834.0625226782004,1846.7696533203125,66914500,0.0,0.0
2014-06-23 00:00:00+07:00,1863.7127685546875,1872.1841902299361,1855.2413468794389,1863.7127685546875,33760000,0.0,0.0
2014-06-24 00:00:00+07:00,1855.2413330078125,1872.1841762316283,1855.2413330078125,1855.2413330078125,28983500,0.0,0.0
2014-06-25 00:00:00+07:00,1812.8843994140625,1863.7129339770736,1812.8843994140625,1812.8843994140625,21102000,0.0,0.0
2014-06-26 00:00:00+07:00,1863.7127685546875,1863.7127685546875,1842.534214366566,1863.7127685546875,62898500,0.0,0.0
2014-06-27 00:00:00+07:00,1834.0626220703125,1855.2411742882146,1834.0626220703125,1834.0626220703125,93469500,0.0,0.0
2014-06-30 00:00:00+07:00,1863.7127685546875,1863.7127685546875,1821.3556601784446,1863.7127685546875,50699500,0.0,0.0
2014-07-01 00:00:00+07:00,1863.7127685546875,1863.7127685546875,1842.534214366566,1863.7127685546875,53438500,0.0,0.0
2014-07-02 00:00:00+07:00,1876.420166015625,1876.420166015625,1855.241608837119,1876.420166015625,31442000,0.0,0.0
2014-07-03 00:00:00+07:00,1859.476806640625,1876.4196477034097,1859.476806640625,1859.476806640625,25151000,0.0,0.0
2014-07-04 00:00:00+07:00,1880.65576171875,1897.598606418919,1859.477205843539,1880.65576171875,55804000,0.0,0.0
2014-07-07 00:00:00+07:00,1910.3056640625,1914.5413750692906,1893.3628200353382,1910.3056640625,71875000,0.0,0.0
2014-07-08 00:00:00+07:00,1914.541015625,1939.9552768943583,1901.8338849903207,1914.541015625,68302000,0.0,0.0
2014-07-09 00:00:00+07:00,1914.541015625,1914.541015625,1914.541015625,1914.541015625,0,0.0,0.0
2014-07-10 00:00:00+07:00,1944.19091796875,1978.0765984562227,1935.7194978468817,1944.19091796875,307891500,0.0,0.0
2014-07-11 00:00:00+07:00,1914.541015625,1948.4266973174779,1884.891044144082,1914.541015625,81939000,0.0,0.0
2014-07-14 00:00:00+07:00,1914.541015625,1935.7195666827986,1901.8338849903207,1914.541015625,53238500,0.0,0.0
2014-07-15 00:00:00+07:00,1931.4837646484375,1944.1908946790195,1914.5409246076617,1931.4837646484375,71305500,0.0,0.0
2014-07-16 00:00:00+07:00,1973.841552734375,1999.2558216537016,1948.4272838150482,1973.841552734375,169153000,0.0,0.0
2014-07-17 00:00:00+07:00,1973.841552734375,1999.2558216537016,1935.7201493553848,1973.841552734375,73349500,0.0,0.0
2014-07-18 00:00:00+07:00,1973.841552734375,1990.7843986805926,1948.4272838150482,1973.841552734375,106019500,0.0,0.0
2014-07-21 00:00:00+07:00,1973.841552734375,1986.5486871940382,1969.6058412478205,1973.841552734375,61900500,0.0,0.0
2014-07-22 00:00:00+07:00,1978.0765380859375,1990.7836678809222,1961.1336983592914,1978.0765380859375,94294000,0.0,0.0
2014-07-23 00:00:00+07:00,1969.6051025390625,1986.5479421307964,1956.897972845262,1969.6051025390625,36247000,0.0,0.0
2014-07-24 00:00:00+07:00,1973.841552734375,1986.5486871940382,1961.1344182747116,1973.841552734375,71035000,0.0,0.0
2014-07-25 00:00:00+07:00,1965.3697509765625,1973.8411723169786,1948.42690829573,1965.3697509765625,70788500,0.0,0.0
2014-08-04 00:00:00+07:00,1986.5479736328125,1986.5479736328125,1855.2409647146524,1986.5479736328125,120248500,0.0,0.0
2014-08-05 00:00:00+07:00,1990.7838134765625,1990.7838134765625,1982.3123929936835,1990.7838134765625,39322000,0.0,0.0
2014-08-06 00:00:00+07:00,1990.7838134765625,1990.7838134765625,1961.133841786486,1990.7838134765625,38810000,0.0,0.0
2014-08-07 00:00:00+07:00,1965.3697509765625,1986.548304327603,1956.8983296361462,1965.3697509765625,40512500,0.0,0.0
2014-08-08 00:00:00+07:00,1969.6051025390625,1978.0765223349295,1965.369392641129,1969.6051025390625,27918500,0.0,0.0
2014-08-11 00:00:00+07:00,1982.312744140625,2003.4912990993926,1973.8413221571182,1982.312744140625,27767500,0.0,0.0
2014-08-12 00:00:00+07:00,1982.312744140625,1999.255588107639,1978.0770331488716,1982.312744140625,26468500,0.0,0.0
2014-08-13 00:00:00+07:00,1990.7838134765625,1995.0195237180021,1969.605262269365,1990.7838134765625,51492000,0.0,0.0
2014-08-14 00:00:00+07:00,1990.7838134765625,1999.2552339594415,1982.3123929936835,1990.7838134765625,35854500,0.0,0.0
2014-08-15 00:00:00+07:00,1999.2557373046873,1999.2557373046873,1986.5486033811405,1999.2557373046875,29399500,0.0,0.0
2014-08-18 00:00:00+07:00,1995.01953125,1999.255241507431,1986.548110735138,1995.01953125,31281500,0.0,0.0
2014-08-19 00:00:00+07:00,1978.0765380859375,2007.7265076075682,1978.0765380859375,1978.0765380859375,39867000,0.0,0.0
2014-08-20 00:00:00+07:00,1995.01953125,1995.01953125,1978.076690220276,1995.01953125,34300500,0.0,0.0
2014-08-21 00:00:00+07:00,1999.2557373046873,1999.2557373046873,1982.3128920732918,1999.2557373046875,30454000,0.0,0.0
2014-08-22 00:00:00+07:00,1999.2557373046873,2007.7271599203852,1982.3128920732918,1999.2557373046875,34615000,0.0,0.0
2014-08-25 00:00:00+07:00,1995.01953125,2003.490951764862,1990.783820992569,1995.01953125,33482500,0.0,0.0
2014-08-26 00:00:00+07:00,1999.2557373046873,2003.4914486125363,1982.3128920732918,1999.2557373046875,58021500,0.0,0.0
2014-08-27 00:00:00+07:00,2007.72705078125,2007.72705078125,1978.077073238067,2007.72705078125,56590500,0.0,0.0
2014-08-28 00:00:00+07:00,2007.72705078125,2007.72705078125,1986.548495393262,2007.72705078125,64730500,0.0,0.0
2014-08-29 00:00:00+07:00,1897.5987548828125,2007.7272540501185,1897.5987548828125,1897.5987548828125,84465500,0.0,0.0
2014-09-01 00:00:00+07:00,1982.312744140625,1986.5484551323786,1969.6056111653647,1982.312744140625,53283000,0.0,0.0
2014-09-02 00:00:00+07:00,1982.312744140625,1999.255588107639,1982.312744140625,1982.312744140625,44688000,0.0,0.0
2014-09-03 00:00:00+07:00,1982.312744140625,1999.255588107639,1982.312744140625,1982.312744140625,29420500,0.0,0.0
2014-09-04 00:00:00+07:00,1999.2557373046873,1999.2557373046873,1986.5486033811405,1999.2557373046875,37696000,0.0,0.0
2014-09-05 00:00:00+07:00,2050.083984375,2050.083984375,1990.7840344137396,2050.083984375,66048000,0.0,0.0
2014-09-08 00:00:00+07:00,2079.733642578125,2096.6764828435275,2041.61225198097,2079.733642578125,108762500,0.0,0.0
2014-09-09 00:00:00+07:00,2122.091064453125,2130.5624858681076,2083.9696680857037,2122.091064453125,97355000,0.0,0.0
2014-09-10 00:00:00+07:00,2092.440673828125,2126.326352756516,2058.5549948997345,2092.440673828125,75900500,0.0,0.0
2014-09-11 00:00:00+07:00,2067.026611328125,2105.14800375016,2067.026611328125,2067.026611328125,47693500,0.0,0.0
2014-09-12 00:00:00+07:00,2041.6121826171875,2071.2621520742837,2037.3764726947452,2041.6121826171875,108570500,0.0,0.0
2014-09-15 00:00:00+07:00,2037.3768310546875,2050.0839630571077,2016.1982777173207,2037.3768310546875,42618500,0.0,0.0
2014-09-16 00:00:00+07:00,2024.669677734375,2045.8482308487514,2024.669677734375,2024.669677734375,58327500,0.0,0.0
2014-09-17 00:00:00+07:00,2075.498291015625,2083.969712611607,2037.3768938337053,2075.498291015625,60281000,0.0,0.0
2014-09-18 00:00:00+07:00,2126.32666015625,2130.5623706346487,2075.498134415463,2126.32666015625,67597000,0.0,0.0
2014-09-19 00:00:00+07:00,2134.797607421875,2155.9761551145525,2117.8547692677334,2134.797607421875,117897500,0.0,0.0
2014-09-22 00:00:00+07:00,2168.68408203125,2168.68408203125,2126.326971054077,2168.68408203125,55171500,0.0,0.0
2014-09-23 00:00:00+07:00,2143.269775390625,2164.4483304834175,2139.0340643720665,2143.269775390625,37956500,0.0,0.0
2014-09-24 00:00:00+07:00,2113.61962890625,2151.7410250187877,2113.61962890625,2113.61962890625,40181500,0.0,0.0
2014-09-25 00:00:00+07:00,2181.39111328125,2189.8625350804004,2117.8554497876216,2181.39111328125,91340000,0.0,0.0
2014-09-26 00:00:00+07:00,2168.68408203125,2177.1555042266846,2139.034104347229,2168.68408203125,78450000,0.0,0.0
2014-09-29 00:00:00+07:00,2215.27685546875,2215.27685546875,2168.684034416826,2215.27685546875,56664500,0.0,0.0
2014-09-30 00:00:00+07:00,2215.27685546875,2223.7482774781906,2155.976901402665,2215.27685546875,120284000,0.0,0.0
2014-10-01 00:00:00+07:00,2206.80517578125,2299.990807004259,2206.80517578125,2206.80517578125,55827500,0.0,0.0
2014-10-02 00:00:00+07:00,2100.912841796875,2185.6270692886847,2092.441419047694,2100.912841796875,151528500,0.0,0.0
2014-10-03 00:00:00+07:00,2054.3203125,2126.3274162371135,2045.8488885309278,2054.3203125,69873000,0.0,0.0
2014-10-06 00:00:00+07:00,2083.9697265625,2096.6768590415395,2041.6126182990347,2083.9697265625,36362500,0.0,0.0
2014-10-07 00:00:00+07:00,2113.61962890625,2126.3267609437626,2071.2625221145413,2113.61962890625,64333500,0.0,0.0
2014-10-08 00:00:00+07:00,2117.856201171875,2134.79905078125,2071.2633647460934,2117.856201171875,69397500,0.0,0.0
2014-10-09 00:00:00+07:00,2160.21240234375,2181.3909553079043,2126.326717601103,2160.21240234375,80639000,0.0,0.0
2014-10-10 00:00:00+07:00,2168.68408203125,2194.0983486175537,2134.7983932495117,2168.68408203125,76848000,0.0,0.0
2014-10-13 00:00:00+07:00,2134.797607421875,2168.683283730159,2134.797607421875,2134.797607421875,54695000,0.0,0.0
2014-10-14 00:00:00+07:00,2139.03369140625,2160.212242806312,2117.8551400061883,2139.03369140625,43902500,0.0,0.0
2014-10-15 00:00:00+07:00,2147.50537109375,2177.1553466315336,2139.0339495115263,2147.50537109375,42555500,0.0,0.0
2014-10-16 00:00:00+07:00,2134.797607421875,2160.211864653088,2134.797607421875,2134.797607421875,46722000,0.0,0.0
2014-10-17 00:00:00+07:00,2130.5625,2177.155318091451,2117.8553677932405,2130.5625,77883000,0.0,0.0
2014-10-20 00:00:00+07:00,2139.03369140625,2172.919373646349,2139.03369140625,2139.03369140625,47758000,0.0,0.0
2014-10-21 00:00:00+07:00,2160.21240234375,2172.9195341222426,2139.0338493795957,2160.21240234375,51469500,0.0,0.0
2014-10-22 00:00:00+07:00,2206.80517578125,2215.2765968015237,2164.4480706798827,2206.80517578125,70014000,0.0,0.0
2014-10-23 00:00:00+07:00,2249.16259765625,2253.398308762947,2211.0411976959745,2249.16259765625,89350000,0.0,0.0
2014-10-24 00:00:00+07:00,2257.634033203125,2299.991144520257,2219.5126330177063,2257.634033203125,56123500,0.0,0.0
2014-10-27 00:00:00+07:00,2232.2197265625,2278.812548179554,2232.2197265625,2232.2197265625,40672000,0.0,0.0
2014-10-28 00:00:00+07:00,2257.634033203125,2270.3411665982644,2240.6911886762723,2257.634033203125,25416000,0.0,0.0
2014-10-29 00:00:00+07:00,2266.105712890625,2270.3414245035046,2244.927154826227,2266.105712890625,48666500,0.0,0.0
2014-10-30 00:00:00+07:00,2202.569091796875,2236.4547701322117,2198.333382004958,2202.569091796875,65087000,0.0,0.0
2014-10-31 00:00:00+07:00,2211.041259765625,2240.6912383448575,2172.9198587351834,2211.041259765625,86931000,0.0,0.0
2014-11-03 00:00:00+07:00,2215.27685546875,2227.983988482911,2194.098300445148,2215.27685546875,45283500,0.0,0.0
2014-11-04 00:00:00+07:00,2206.80517578125,2211.040886291387,2189.862333740703,2206.80517578125,47220500,0.0,0.0
2014-11-05 00:00:00+07:00,2219.512451171875,2223.748161956554,2206.805318817838,2219.512451171875,35484000,0.0,0.0
2014-11-06 00:00:00+07:00,2198.33349609375,2219.5120461524566,2194.0977860820085,2198.33349609375,51025500,0.0,0.0
2014-11-07 00:00:00+07:00,2151.740966796875,2202.569493571604,2134.798124538632,2151.740966796875,72696000,0.0,0.0
2014-11-10 00:00:00+07:00,2126.32666015625,2151.7409230266435,2117.855239199452,2126.32666015625,49966500,0.0,0.0
2014-11-11 00:00:00+07:00,2172.919677734375,2189.8625212254815,2134.798279879386,2172.919677734375,63908500,0.0,0.0
2014-11-12 00:00:00+07:00,2181.39111328125,2194.0982459799757,2147.505426084648,2181.39111328125,45788000,0.0,0.0
2014-11-13 00:00:00+07:00,2181.39111328125,2194.0982459799757,2155.9768478837987,2181.39111328125,35376500,0.0,0.0
2014-11-14 00:00:00+07:00,2189.862060546875,2202.5691904920213,2172.919220620013,2189.862060546875,58056000,0.0,0.0
2014-11-17 00:00:00+07:00,2189.862419660701,2211.040973042333,2185.626708984375,2185.626708984375,39718000,0.0,0.0
2014-11-18 00:00:00+07:00,2219.512451171875,2227.9838727412334,2198.3338972484794,2219.512451171875,68719500,0.0,0.0
2014-11-19 00:00:00+07:00,2261.869384765625,2270.34080568235,2232.219411557087,2261.869384765625,146475500,0.0,0.0
2014-11-20 00:00:00+07:00,2244.9267578125,2261.8696012676887,2240.691046948703,2244.9267578125,71286000,0.0,0.0
2014-11-21 00:00:00+07:00,2257.634033203125,2270.3411665982644,2227.984055281133,2257.634033203125,52218500,0.0,0.0
2014-11-24 00:00:00+07:00,2249.16259765625,2291.5197087232227,2240.691175442855,2249.16259765625,77269000,0.0,0.0
2014-11-25 00:00:00+07:00,2244.9267578125,2257.633890403891,2244.9267578125,2244.9267578125,83678500,0.0,0.0
2014-11-26 00:00:00+07:00,2240.69091796875,2257.633760448665,2240.69091796875,2240.69091796875,30011000,0.0,0.0
2014-11-27 00:00:00+07:00,2219.512451171875,2257.6338482339875,2211.0410296025166,2219.512451171875,76328500,0.0,0.0
2014-11-28 00:00:00+07:00,2219.512451171875,2232.2195835259126,2206.805318817838,2219.512451171875,40601500,0.0,0.0
2014-12-01 00:00:00+07:00,2236.455410492352,2236.455410492352,2211.0411444640295,2215.27685546875,66768000,0.0,0.0
2014-12-02 00:00:00+07:00,2215.2765262488165,2253.397919625947,2215.2765262488165,2236.455078125,87585500,0.0,0.0
2014-12-03 00:00:00+07:00,2240.691046948703,2261.8696012676887,2219.5124926297167,2244.9267578125,56958500,0.0,0.0
2014-12-04 00:00:00+07:00,2261.8696012676887,2270.341022995283,2244.9267578125,2244.9267578125,52848000,0.0,0.0
2014-12-05 00:00:00+07:00,2261.9337455378045,2283.192521341731,2257.681990377019,2270.437255859375,66586500,10.0,0.0
2014-12-08 00:00:00+07:00,2257.68212890625,2278.940906014595,2249.178618062912,2257.68212890625,37435500,0.0,0.0
2014-12-09 00:00:00+07:00,2261.9336858785377,2278.9407060731132,2236.4231555866745,2253.43017578125,38254000,0.0,0.0
2014-12-10 00:00:00+07:00,2236.4230644971803,2274.68885837641,2236.4230644971803,2261.93359375,32998000,0.0,0.0
2014-12-11 00:00:00+07:00,2261.933884327919,2274.689150592926,2249.178618062912,2257.68212890625,54459500,0.0,0.0
2014-12-12 00:00:00+07:00,2244.9266656839623,2266.1854409271814,2244.9266656839623,2253.43017578125,50302000,0.0,0.0
2014-12-15 00:00:00+07:00,2210.91250598659,2227.91952526341,2189.6537318905653,2219.416015625,94633000,0.0,0.0
2014-12-16 00:00:00+07:00,2202.408873799246,2244.9264196254862,2181.150100886126,2185.40185546875,70763000,0.0,0.0
2014-12-17 00:00:00+07:00,2210.912382964494,2219.415892129742,2185.40185546875,2185.40185546875,51464000,0.0,0.0
2014-12-18 00:00:00+07:00,2210.9123991449906,2219.415908372471,2198.1571353037693,2206.66064453125,52271000,0.0,0.0
2014-12-19 00:00:00+07:00,2236.423293517256,2253.430314760733,2227.919782895517,2240.675048828125,83389500,0.0,0.0
2014-12-22 00:00:00+07:00,2253.430007730342,2253.430007730342,2223.667724609375,2223.667724609375,33301000,0.0,0.0
2014-12-23 00:00:00+07:00,2244.9263605038022,2244.9263605038022,2232.171097091849,2236.4228515625,21132000,0.0,0.0
2014-12-24 00:00:00+07:00,2253.4300231933594,2257.6817779541016,2240.674758911133,2244.926513671875,19135500,0.0,0.0
2014-12-29 00:00:00+07:00,2236.4228515625,2253.4298694451045,2232.171097091849,2236.4228515625,24315000,0.0,0.0
2014-12-30 00:00:00+07:00,2223.6681198846727,2244.9268973214284,2223.6681198846727,2232.171630859375,32338500,0.0,0.0
2015-01-02 00:00:00+07:00,2257.6819770683187,2257.6819770683187,2236.4232013897094,2249.178466796875,29302500,0.0,0.0
2015-01-05 00:00:00+07:00,2236.4230041503906,2244.926513671875,2232.1712493896484,2244.926513671875,25434500,0.0,0.0
2015-01-06 00:00:00+07:00,2210.9124150166986,2244.9264521708014,2210.9124150166986,2227.91943359375,48681500,0.0,0.0
2015-01-07 00:00:00+07:00,2219.4163643973216,2244.9268973214284,2219.4163643973216,2232.171630859375,40334000,0.0,0.0
2015-01-08 00:00:00+07:00,2232.171172213692,2236.4229268274325,2206.66064453125,2206.66064453125,54457000,0.0,0.0
2015-01-09 00:00:00+07:00,2215.1642457235253,2223.6677553040377,2198.1572265625,2198.1572265625,108957500,0.0,0.0
2015-01-12 00:00:00+07:00,2198.1568472055287,2210.912109375,2176.8980769230766,2210.912109375,81651000,0.0,0.0
2015-01-13 00:00:00+07:00,2219.415617487981,2219.415617487981,2206.6603553185096,2210.912109375,36024000,0.0,0.0
2015-01-14 00:00:00+07:00,2215.1642457235253,2215.1642457235253,2198.1572265625,2198.1572265625,29728000,0.0,0.0
2015-01-15 00:00:00+07:00,2202.4091796875,2219.4162003800675,2202.4091796875,2202.4091796875,27580500,0.0,0.0
2015-01-16 00:00:00+07:00,2215.1644452069254,2215.1644452069254,2202.4091796875,2202.4091796875,46354500,0.0,0.0
2015-01-19 00:00:00+07:00,2206.6603553185096,2215.1638634314904,2206.6603553185096,2210.912109375,26134500,0.0,0.0
2015-01-20 00:00:00+07:00,2206.6610400296904,2219.41630615703,2198.157529278131,2215.16455078125,36285500,0.0,0.0
2015-01-21 00:00:00+07:00,2219.4159698778085,2244.9264982672084,2215.1642151462415,2223.667724609375,73258000,0.0,0.0
2015-01-22 00:00:00+07:00,2219.415985107422,2249.178268432617,2219.415985107422,2244.926513671875,58654000,0.0,0.0
2015-01-23 00:00:00+07:00,2249.178525885319,2278.9408126172607,2249.178525885319,2266.185546875,121011000,0.0,0.0
2015-01-26 00:00:00+07:00,2266.185132857058,2278.940396269011,2215.1640792092444,2236.4228515625,103089000,0.0,0.0
2015-01-27 00:00:00+07:00,2236.4230041503906,2249.178268432617,2232.1712493896484,2244.926513671875,49988500,0.0,0.0
2015-01-28 00:00:00+07:00,2240.675107219574,2266.185639749588,2236.423351797905,2257.68212890625,48230000,0.0,0.0
2015-01-29 00:00:00+07:00,2253.4302811327393,2266.185546875,2244.9267706378987,2266.185546875,41599500,0.0,0.0
2015-01-30 00:00:00+07:00,2278.941453709112,2283.1932101525995,2266.186184378651,2274.689697265625,94142500,0.0,0.0
2015-02-02 00:00:00+07:00,2270.437255859375,2274.6890110201603,2253.4302352162335,2270.437255859375,38816500,0.0,0.0
2015-02-03 00:00:00+07:00,2274.688978407118,2295.94775390625,2270.4372233072913,2295.94775390625,67046500,0.0,0.0
2015-02-04 00:00:00+07:00,2300.1987910648045,2380.982112747302,2291.6952835192783,2363.97509765625,136306000,0.0,0.0
2015-02-05 00:00:00+07:00,2363.9757088988367,2368.227463770957,2274.6888565843124,2329.961669921875,83923500,0.0,0.0
2015-02-06 00:00:00+07:00,2342.7169345382354,2346.9686894103556,2321.4581601776345,2329.961669921875,54060500,0.0,0.0
2015-02-09 00:00:00+07:00,2295.947451384171,2363.9755240177765,2295.947451384171,2346.968505859375,68609000,0.0,0.0
2015-02-10 00:00:00+07:00,2359.724600497159,2363.976356534091,2321.4587961647726,2338.4658203125,50540500,0.0,0.0
2015-02-11 00:00:00+07:00,2342.7174920402267,2368.22802734375,2329.962224388465,2368.22802734375,46471500,0.0,0.0
2015-02-12 00:00:00+07:00,2368.226851429013,2372.478605201776,2355.471590110724,2363.97509765625,58455500,0.0,0.0
2015-02-13 00:00:00+07:00,2380.982376615419,2423.4999190549797,2376.7306223714627,2385.234130859375,90653500,0.0,0.0
2015-02-16 00:00:00+07:00,2389.4861755371094,2410.7449493408203,2380.982666015625,2380.982666015625,30501000,0.0,0.0
2015-02-17 00:00:00+07:00,2380.983015097691,2402.241792018206,2380.983015097691,2393.73828125,47945000,0.0,0.0
2015-02-18 00:00:00+07:00,2414.997058170515,2474.5216335479577,2380.983015097691,2393.73828125,57782000,0.0,0.0
2015-02-20 00:00:00+07:00,2432.003629962745,2436.2553845605817,2389.486083984375,2389.486083984375,25162000,0.0,0.0
2015-02-23 00:00:00+07:00,2393.7376393472873,2419.248164811024,2376.7306223714627,2385.234130859375,55871500,0.0,0.0
2015-02-24 00:00:00+07:00,2389.486083984375,2393.737838582212,2368.2273109951902,2389.486083984375,46482000,0.0,0.0
2015-02-25 00:00:00+07:00,2380.98321143617,2410.7455015791224,2380.98321143617,2397.990234375,39573000,0.0,0.0
2015-02-26 00:00:00+07:00,2376.731259713588,2410.745302786412,2376.731259713588,2393.73828125,63400500,0.0,0.0
2015-02-27 00:00:00+07:00,2380.98321143617,2406.493745844415,2380.98321143617,2397.990234375,91257500,0.0,0.0
2015-03-02 00:00:00+07:00,2406.493513325187,2432.0040452685635,2397.990002677395,2419.248779296875,105783500,0.0,0.0
2015-03-03 00:00:00+07:00,2440.50747595893,2478.773272620307,2436.255720774333,2449.010986328125,100166000,0.0,0.0
2015-03-04 00:00:00+07:00,2466.017715216096,2478.7729792603172,2444.7589418090606,2453.262451171875,61321500,0.0,0.0
2015-03-05 00:00:00+07:00,2466.018310546875,2491.5288447939115,2461.7665548390355,2466.018310546875,63347500,0.0,0.0
2015-03-06 00:00:00+07:00,2466.018124933112,2495.7804126478222,2466.018124933112,2483.025146484375,84722000,0.0,0.0
2015-03-09 00:00:00+07:00,2449.010788043478,2461.766052564538,2397.989729959239,2444.759033203125,75837500,0.0,0.0
2015-03-10 00:00:00+07:00,2449.010696490468,2470.2694698975033,2423.5001684020253,2453.262451171875,56405500,0.0,0.0
2015-03-11 00:00:00+07:00,2423.500442104039,2444.7592179119692,2419.248686942453,2427.752197265625,86270500,0.0,0.0
2015-03-12 00:00:00+07:00,2419.24833657708,2427.751845668739,2406.493072939591,2414.99658203125,57496500,0.0,0.0
2015-03-13 00:00:00+07:00,2414.99725731383,2427.752524517952,2389.4867229055853,2397.990234375,79901500,0.0,0.0
2015-03-16 00:00:00+07:00,2385.234148544473,2436.255199850237,2385.234148544473,2406.492919921875,60353500,0.0,0.0
2015-03-17 00:00:00+07:00,2427.752524517952,2432.0042802526596,2397.990234375,2397.990234375,50729500,0.0,0.0
