,address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,earningsGrowth,revenueGrowth,operatingMargins,financialCurrency,trailingPegRatio
0,Menara BCA Grand Indonesia,Jl. M.H. Thamrin No. 1,Jakarta,10310,Indonesia,62 21 2358 8000,62 21 2358 8300,https://www.bca.co.id,Banks - Regional,banks-regional,Banks - Regional,Financial Services,financial-services,Financial Services,"PT Bank Central Asia Tbk, together with its subsidiaries, provides banking products and services to individual, corporate, and small and medium enterprise customers in Indonesia and internationally. It offers savings accounts; motorcycle financing and vehicle, housing, and personal loans; mutual funds and bonds; insurance, including property, life, accident, auto, health, education, retirement, travel, and heritage protection; electronic money services; credit cards; business collection services; and eBanking, remittance, and customer services. The company also provides investment financing and business, investment, multipurpose business, and working capital loans; corporate financial management solutions; and treasury and custodian services, such as fixed income, custodian, money market, and foreign currency services. In addition, it offers auto and multipurpose financing, money lending and remittance, securities brokerage dealing and securities issuance underwriting, general insurance, Sharia banking, and venture capital services. PT Bank Central Asia Tbk was founded in 1955 and is headquartered in Jakarta, Indonesia. PT Bank Central Asia Tbk  operates as a subsidiary of  PT Dwimuria Investama Andalan.",27273,"[{'maxAge': 1, 'name': 'Mr. Jahja  Setiaatmadja', 'age': 67, 'title': 'President Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Armand Wahyudi Hartono', 'age': 47, 'title': 'Deputy President Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Hendra  Lembong', 'age': 49, 'title': 'Deputy President Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Vera Eve Lim', 'age': 57, 'title': 'Finance & Corporate Planning Director and Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Felix Ivanata Darmasetia', 'title': 'Head of Accounting Group', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Raymon  Yonarto', 'age': 53, 'title': 'Executive VP of Corporate Finance & Corporate Secretary', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Rudy Winarto Budiardjo', 'title': 'Head of Investor Relations Group', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ho Hien Tan', 'age': 62, 'title': 'Credit Risk & Legal Director and Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Lianawaty  Suwono', 'age': 56, 'title': 'Compliance & Human Capital Management Director and Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Hera Fendayani Haryn', 'title': 'Head of Corporate Communication & Social Responsibility Group', 'exercisedValue': 0, 'unexercisedValue': 0}]",86400,2,9525.0,9525.0,9450.0,9575.0,9525.0,9525.0,9450.0,9575.0,270.0,0.028299998,1711324800,0.538,1.74,0.373,23.969744,20.16601,127134000,127134000,86499007,129915033,129915033,11425.0,7625.0,1168030583226368,8600.0,10400.0,11.959383,9886.0,9324.875,270.0,0.028346457,IDR,1040625545773056,0.49800998,52488050789,123275001856,0.57513,0.20682,127829000192,1965.98,4.8194795,1703980800,1735603200,1703980800,0.037,48639120506880,395.29,469.85,2.4,5:1,1634083200,10.655,0.04383564,0.2160933,227.5,1711324800,JKT,EQUITY,BBCA.JK,BBCA.JK,Bank Central Asia Tbk,PT Bank Central Asia Tbk,1086660000,Asia/Jakarta,WIB,1e6ea183-6136-390b-8541-440ada7c0b3b,finmb_1945186,25200000,9475.0,11500.0,9700.0,10705.0,10625.0,2.1,buy,18,140672342425600,1141.126,6921684254720,97666457403392,792.265,0.03574,0.20986,-5488170237952,0.043,0.074,0.59766996,IDR,
